Customer ID,Entering Time,Exiting Time
3,1716220510.2316375,1716220511.233654
3,1716220510.2316375,1716220511.233654
1,1716220508.5814743,1716220511.5888648
2,1716220509.355253,1716220512.3641393
4,1716220510.6201386,1716220514.2414005
5,1716220510.8180919,1716220514.5985801
6,1716220511.3415225,1716220515.369014
1,1716220508.5814743,1716220516.2518945
1,1716220508.5814743,1716220516.2518945
